사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Dec.22,6호선,2618,증산(명지대앞),29,1,7630,551,14975,3586,39256,5110,49707,10451,27314,8185,17942,7093,15517,8752,15426,10297,14900,11557,13216,12943,12994,16265,14687,20587,14688,26105,12811,42866,7361,32852,5520,19440,4490,20552,3754,18414,1774,11338,308,3665,6,36,0,0,0,0
Dec.22,6호선,2619,디지털미디어시티,123,4,5728,2592,14891,11136,48592,29567,54212,74252,29402,30243,18168,12885,16228,11557,16252,13033,15625,13954,14701,14827,16546,16775,21314,23188,35074,29737,48780,47393,19444,34427,10805,21131,8505,20756,6300,19713,2697,12488,573,5126,10,50,0,0,0,0
Dec.22,6호선,2620,월드컵경기장(성산),1,1,767,1214,2427,2901,7570,4633,9293,10075,4877,8114,4803,8338,6578,8588,8081,9818,8545,10850,9960,11486,12254,10038,12676,9091,11674,9000,10353,11559,6485,8086,4607,4851,4324,3889,3652,3309,1530,1974,263,580,0,6,0,0,0,0
Dec.22,6호선,2621,마포구청,16,1,6807,1968,13194,6995,39263,14165,56056,36252,33629,18836,21979,13656,20794,12385,20463,16304,20686,17244,19750,16177,20443,20300,23835,21960,28724,28467,37852,41905,17292,31671,12094,21272,11220,18539,8796,19923,4236,12861,666,3863,3,45,0,0,0,0
Dec.22,6호선,2622,망원,6,0,5093,1131,9984,4858,25452,9634,38386,33072,23502,28904,17417,21201,17170,25162,20779,28496,22427,30048,23403,28443,26091,32771,29116,33810,33521,40300,41035,51648,26224,34686,22815,18482,22266,16388,18654,14143,9355,10603,1327,2761,2,17,0,0,0,0
Dec.22,6호선,2623,합정,14,0,3791,1281,5774,6655,13259,15946,20080,43755,14454,29413,12239,18261,14183,20658,17225,21037,19494,23369,21536,21204,24082,22847,27710,27432,35404,34228,49085,47157,32020,28385,28371,14963,33451,13124,30196,11817,16710,9086,3019,2515,13,40,0,0,0,0
Dec.22,6호선,2624,상수,70,1,4905,1057,6500,3442,9673,6614,14554,24819,10134,26223,7880,19535,8598,19339,11994,20889,13823,23481,14536,20920,17375,20026,20188,24282,25450,29687,30320,38967,21960,25931,19720,15139,23890,12224,24322,11406,16386,8990,3020,2762,32,23,0,0,0,0
Dec.22,6호선,2625,광흥창(서강),2,0,2720,1303,7144,4899,19450,14504,27055,35969,17235,19031,12176,11403,12893,9693,13987,10568,13043,10574,12151,11251,13868,12677,15779,13854,22960,16953,30966,24212,13424,17656,9276,10850,8360,10461,6448,10687,2633,6545,399,2116,15,25,0,0,0,0
Dec.22,6호선,2626,대흥(서강대앞),10,0,2409,781,5409,3840,14881,13654,22128,34310,13999,18460,10839,16151,11265,12818,14457,13856,14460,15862,14232,12710,16172,13124,19446,14725,24827,18297,23873,26046,12569,16188,10336,10009,11540,9217,11116,9435,4267,6925,677,1808,4,85,0,0,0,0
Dec.22,6호선,2627,공덕,100,3,4541,2201,7797,10267,20247,37446,29959,101091,21314,51009,17842,24172,21231,21900,23076,21042,24321,21040,25719,20703,29634,21252,35284,25001,57743,33151,85275,43793,35673,26514,29185,15756,30733,15812,23978,14533,11474,10292,1463,4407,14,251,1,16,0,0
Dec.22,6호선,2628,효창공원앞,14,0,2422,535,5488,3504,16064,7757,26557,24770,15039,13629,10337,8673,10051,7903,10282,8360,10789,8993,9515,8949,10618,9195,13094,11575,16395,13976,23527,20422,9725,13720,6520,8772,6181,8545,4767,7923,2402,5555,406,2226,2,37,0,0,0,0
Dec.22,6호선,2629,삼각지,13,0,1300,788,2826,5343,8404,14710,13410,29089,9485,17594,8288,10446,12666,8147,11959,8638,11552,9231,11812,9486,13461,9523,16885,10399,23639,12256,29368,15426,13179,9439,10543,6600,10385,6418,8249,7001,4422,4177,748,1158,3,38,0,0,0,0
Dec.22,6호선,2630,녹사평(용산구청),12,0,1020,471,1862,3586,4728,8824,7542,17460,5559,8918,4786,7537,5557,7526,6193,7902,7247,8925,7674,8187,8827,9186,12166,10325,14189,12905,18127,14864,10805,9521,9081,5570,10974,4744,9651,4227,4956,2823,821,996,26,26,0,0,0,0
Dec.22,6호선,2631,이태원,65,1,4229,1130,5585,7101,8768,11178,13482,25026,11183,22089,9287,17434,11406,15441,12722,17459,14714,18135,16890,17938,20112,19031,25183,21799,29761,26090,34044,31326,24767,23626,20142,15790,21054,12927,18392,11638,10836,9021,1851,3437,51,179,0,0,0,0
Dec.22,6호선,2632,한강진,9,1,640,738,1337,7789,3171,19840,5486,38948,4674,28135,3603,18130,4754,18068,6327,17227,7700,21738,10686,17373,15364,18751,25311,20437,32088,21330,38904,23838,24904,11750,21697,4093,20447,3251,27692,2536,5028,1952,569,1295,2,131,0,54,0,0
Dec.22,6호선,2633,버티고개,0,0,830,323,1633,1110,4871,2497,7885,5391,4914,2943,3502,2472,3314,2282,3519,2460,3146,3127,2979,3266,3516,3747,3899,4095,4923,5100,5626,6643,2843,5067,2035,3254,1760,3333,1268,3375,562,2309,97,623,0,52,0,2,0,0
Dec.22,6호선,2634,약수,2,0,1145,233,1902,2284,4483,5876,7411,17435,5443,8982,4265,5529,4509,5035,5493,4899,5624,5544,5507,4877,6399,5729,7283,6166,9042,8067,12831,9659,6799,5581,4927,3284,5442,2913,4477,2884,2155,1814,496,627,3,6,0,0,0,0
Dec.22,6호선,2635,청구,13,0,1649,425,2582,2342,6750,5991,10008,22666,6451,11950,4666,4662,5158,4227,4665,4326,5110,4584,5013,4412,5397,5012,7212,5728,8054,6491,13056,7662,8178,5305,4638,3565,3971,3596,3287,3379,1686,2389,246,805,8,24,4,14,0,6
Dec.22,6호선,2636,신당,82,0,5935,1023,4871,6792,7033,13810,11398,38331,9386,23512,8411,14694,10236,12289,13784,11278,12309,13238,12707,10241,14885,9897,19566,11804,23977,15283,26210,21330,16459,18446,14384,9507,16998,7751,19124,8072,6506,8918,1313,2426,16,67,0,1,0,0
Dec.22,6호선,2637,동묘앞,133,0,4680,804,4820,3740,9701,7431,14133,22821,11528,19066,10699,15114,12867,14948,16217,15737,16303,16570,18964,16591,21581,15696,24004,15416,23681,15271,21649,17688,11534,13187,8393,9143,7098,9282,5639,9126,2850,8449,492,2277,34,146,0,8,0,0
Dec.22,6호선,2638,창신,31,0,2454,377,5081,2363,14093,6475,17324,5859,9049,3946,5816,3106,5125,2814,5425,3335,4751,3537,4408,3508,4956,4307,5927,5101,5433,6754,4698,9271,2754,7801,2326,5030,1704,5033,1197,4910,594,3271,142,1077,6,3,0,0,0,0
Dec.22,6호선,2639,보문,20,0,3381,837,7099,3559,22012,7926,35419,19934,18237,10394,11324,7403,10409,7432,11407,7886,11355,8468,10717,7902,11106,9384,13171,11172,14852,15513,17770,23652,8505,17994,6379,11425,6153,11273,5026,12386,2838,8444,516,2942,4,51,0,0,0,0
Dec.22,6호선,2640,안암(고대병원앞),8,1,1642,1373,3306,7888,9087,17110,12137,42362,11061,33741,13591,30943,17951,21338,18271,20512,19118,25570,21068,17703,30177,16442,35933,15526,44380,17061,34463,22643,19091,17076,16407,10781,17003,11040,16827,11795,10943,8133,2043,3486,7,211,0,0,0,0
Dec.22,6호선,2641,고려대(종암),11,3,3515,785,7258,4252,21882,11042,28540,28823,15982,14530,11105,11779,11326,9854,12461,9663,14161,12301,12099,10193,14611,11381,20524,13770,22816,16387,21882,25926,9928,19128,8209,11820,9028,12100,7086,12626,3544,8766,553,2940,2,124,0,0,0,0
Dec.22,6호선,2642,월곡(동덕여대),17,0,6340,765,12764,3977,38679,7296,49071,25036,25748,16883,17570,14506,17306,13405,17839,14006,18178,15192,17919,16162,17714,17785,20464,22248,22074,27628,25930,41203,13038,31861,9792,18740,8464,18592,5765,17012,2836,11281,595,3811,7,54,0,0,0,0
Dec.22,6호선,2643,상월곡(한국과학기술연구원),16,0,4627,503,8789,1685,24128,3324,29494,12865,15827,7814,10354,7287,9946,6835,9973,6887,9629,7144,9298,7665,8622,9223,9943,10854,9995,13914,10239,19859,5950,17352,3287,10129,4946,10068,2638,9449,1400,6749,155,2217,1,25,0,0,0,0
Dec.22,6호선,2644,돌곶이,10,1,5987,1039,13703,3638,38966,5839,44322,17551,22237,13723,15268,11676,13153,10145,14662,11325,16046,11608,15814,11617,14535,14683,15001,16851,17597,22592,15091,33347,9661,27993,6386,15974,5900,14047,4834,14365,2275,8736,350,3193,52,29,0,0,0,0
Dec.22,6호선,2645,석계,1052,10,8063,1796,19129,5035,48782,7537,56362,14461,29887,11077,21839,10312,19330,12217,19247,14452,19136,15867,17197,16724,16653,21171,17839,27712,18193,34907,15498,53415,10858,43243,8124,25126,7380,22867,6752,21721,3950,15704,834,4612,2,74,0,0,0,0
Dec.22,6호선,2646,태릉입구,7,1,4356,776,7199,2442,18481,3883,23140,8874,12171,7270,9052,5531,8755,7761,8789,7035,8959,7574,8759,8494,8463,9167,9974,12705,10557,15922,9759,24296,6003,19287,4704,10639,4363,10613,3775,9933,1871,8103,380,3578,4,53,0,0,0,0
Dec.22,6호선,2647,화랑대(서울여대입구),36,2,6180,821,20784,2686,60647,7308,57397,14274,27518,10226,19600,7771,16940,8692,17310,9137,17182,10306,15130,10344,15300,13193,18562,15143,18446,22424,14591,34950,7285,32054,4728,18628,4320,17496,3546,16630,1461,11678,160,4231,2,118,0,0,0,0
Dec.22,6호선,2648,봉화산(서울의료원),9,1,4933,911,14570,2291,47866,5806,41159,14084,20067,7444,14554,6479,12881,6776,12921,8706,11844,9819,10680,10200,10179,12842,11583,15362,13296,20768,11782,31703,5859,29577,4306,16929,3714,15300,2895,15311,1294,9600,195,3522,7,281,0,0,0,0
Dec.22,6호선,2649,신내,0,0,0,0,0,0,1,0,0,0,2,0,2,0,3,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec.22,7호선,2711,장암,1,0,1603,158,6772,1019,17020,1073,10280,1582,4664,1619,2409,1490,1886,1697,2262,1996,2179,1456,2711,1209,3115,1315,3442,1486,3400,1937,2713,3218,1579,3092,1036,1800,740,936,428,957,161,723,33,314,0,0,0,0,0,0
Dec.22,7호선,2712,도봉산,41,0,5206,882,16608,5108,50343,7229,41874,11807,22394,12567,13649,12484,12218,11472,12320,12062,11429,12434,11274,11853,12075,14257,13768,17017,12558,21593,10232,33190,4887,37269,3096,23121,2650,19489,2236,18835,824,13187,171,5141,1,310,0,11,0,0
Dec.22,7호선,2713,수락산,48,1,9360,783,20750,4824,48313,7462,50774,17015,30450,14873,21772,15182,19334,15517,20337,17845,20979,15872,20842,16267,20300,20162,20877,24672,20352,29393,19121,42967,11750,42448,8444,25472,7084,21542,4867,19911,2294,13825,354,5032,3,28,0,6,0,0
Dec.22,7호선,2714,마들,13,0,9743,1246,24994,3020,64312,7567,65799,11634,32868,10101,22799,9770,20454,10459,21660,12844,19410,14397,17093,16093,17145,19796,16845,23387,15096,28905,12928,46343,7313,46608,5475,26160,3847,23663,3143,22349,1343,15241,181,4891,0,22,0,4,0,0
Dec.22,7호선,2715,노원,48,1,6871,2247,14967,6785,38869,14050,41608,44847,28405,44209,28443,33899,31733,34425,35478,36816,36590,41611,39048,40863,43842,42165,47230,45210,47842,49754,49023,62617,31860,52002,31003,24816,24276,20741,20814,18188,9204,12830,1610,4351,16,39,0,8,0,0
Dec.22,7호선,2716,중계,5,1,8705,2024,23442,4886,62310,13870,65535,26088,35703,13637,25660,11379,23143,11595,23766,14269,20494,15808,18238,16194,20160,18658,23050,22272,21404,29258,17918,44150,9299,44171,6869,26167,7301,23493,5369,22433,2082,14526,410,4633,28,35,0,0,0,0
Dec.22,7호선,2717,하계,14,1,7715,1515,24290,6594,69542,14991,73594,27259,40656,20721,30668,16382,29300,17360,30362,22266,27203,24970,26755,24120,29904,27467,33020,31387,31965,37786,25772,57907,14374,53604,12980,31032,11396,28944,8178,27697,2902,19330,520,6060,7,45,0,0,0,0
Dec.22,7호선,2718,공릉(서울과학기술대),24,0,5959,881,14524,4066,36756,10508,42557,23799,23768,16663,17896,12843,18100,12281,19204,15390,19908,16343,18268,15973,19780,19186,22167,22818,22513,28472,22807,40671,12834,35926,10519,20373,10555,18852,9519,17603,4664,12403,866,4457,6,41,0,0,0,0
Dec.22,7호선,2719,태릉입구,166,2,7078,1278,8513,4503,22041,8020,27393,18741,17569,13955,14286,10091,13411,11863,14643,10705,14618,11435,15188,12043,15780,13249,17784,16643,20709,19747,19873,25060,11640,21892,8319,14025,8407,13009,6809,12315,3034,7761,496,3617,4,1334,0,0,0,0
Dec.22,7호선,2720,먹골,11,1,7697,672,13450,2906,35111,5702,46941,16113,26091,9891,17585,8614,16109,9509,16555,12064,15762,12098,14323,12942,14371,16764,14995,20641,15808,26802,15934,38099,9999,33719,7588,19940,6675,17740,4981,17372,2210,10881,435,3546,1,199,0,0,0,0
Dec.22,7호선,2721,중화,15,0,8509,957,15018,4285,37100,7624,47521,23191,27128,11577,16825,9642,15822,10143,16562,11857,15593,12197,13906,13466,13709,16925,16141,19843,18869,24738,19327,37562,11078,32364,7238,19791,6664,17662,4982,17475,2167,11043,351,3717,7,159,0,0,0,0
Dec.22,7호선,2722,상봉(시외버스터미널),381,8,11014,1253,19205,7493,52441,13125,74295,29801,37973,20043,22733,15503,20978,17905,23670,19679,23728,20825,23436,21366,24647,24367,29062,30369,31894,40747,34182,63180,22805,53606,17802,30133,16396,25586,13962,26143,6986,16760,1275,8211,8,129,0,0,0,0
Dec.22,7호선,2723,면목,53,0,12737,734,23290,5969,57195,8603,72458,26168,41354,18450,25280,15397,22395,14509,23567,17383,22399,18530,20180,19005,20910,24298,23397,31097,22836,35771,21080,53295,15982,47903,9645,28157,7535,24898,5526,25817,2538,14702,385,5093,2,40,0,0,0,0
Dec.22,7호선,2724,사가정,36,0,10605,1385,22391,6470,54870,11010,71658,24633,42248,16552,26935,15180,23224,16994,24959,18517,23703,20357,22177,21663,22324,27367,23719,33065,26154,41262,24993,64023,16919,52075,12432,29790,10907,27201,8980,25330,4491,14895,788,5139,7,61,0,0,0,0
Dec.22,7호선,2725,용마산(용마폭포공원),4,0,5037,600,10367,2332,23729,3586,29320,9504,16749,5735,10199,5205,8720,5084,8255,6129,7767,6856,7147,7121,7429,9329,8301,10839,8156,13606,7810,21311,4652,17828,2941,11190,2468,10509,1595,10365,918,6518,160,2230,2,12,0,0,0,0
Dec.22,7호선,2726,중곡,0,0,5580,695,12448,4156,31492,14376,46331,29828,29175,14475,17499,9506,16288,9502,16677,11025,15701,12042,14243,12633,15245,15877,18822,17744,21065,22558,22792,33725,12126,27865,7811,17246,6733,16041,5101,15160,1931,8977,328,3125,4,33,0,0,0,0
Dec.22,7호선,2727,군자(능동),34,1,8458,851,14003,6332,35719,9067,58945,29389,39224,18697,21940,12170,19412,12233,20772,13054,21184,14430,19656,15979,20991,19047,23828,22569,29426,28540,36165,44041,21402,33558,17297,20310,17304,18762,14321,17329,7573,10894,1351,3973,13,93,0,2,0,0
Dec.22,7호선,2728,어린이대공원(세종대),10,0,3068,953,7227,7822,18837,15895,32341,59276,25209,40042,16838,32621,19845,27325,20363,25715,23607,28782,25728,24080,29746,21457,36907,21322,47366,25748,45599,32630,24933,24651,19140,15083,21561,13846,17970,14996,9193,10824,1727,3369,14,75,0,0,0,0
Dec.22,7호선,2729,건대입구,78,2,4039,1042,4959,7578,12260,18982,18675,38137,16148,31929,14517,25789,18434,24261,19003,26018,21407,27925,24854,25837,31238,26213,32804,26578,40710,32850,36029,43140,26536,27861,28844,15099,25131,13078,22660,11666,12077,6652,1844,3553,7,297,0,3,0,0
Dec.22,7호선,2730,뚝섬유원지,4,1,4716,428,9159,3852,21064,5964,30284,12862,20953,9297,11822,7214,10701,7890,10238,9288,10649,10998,10763,12176,11809,13427,14111,15307,14806,18475,13468,25158,7634,18019,6475,12145,5449,12455,3927,11342,1939,6074,355,1960,21,27,0,0,0,0
Dec.22,7호선,2731,청담,39,1,2566,3736,6315,27538,10714,59352,15524,147905,12966,101468,12606,38801,15335,26316,19397,23913,20941,24394,25051,22251,33209,20100,42900,22610,68296,25029,110362,24258,52597,14338,31504,9828,30613,9366,23794,7150,6654,4241,947,2583,4,58,0,0,0,0
Dec.22,7호선,2732,강남구청,14,1,1702,1813,3823,14752,7041,32839,9699,105311,8953,106296,9525,43967,11634,25702,14390,22642,17694,23400,22401,19711,27923,17966,32661,18753,50671,21626,89311,23531,51901,13431,33319,8336,33816,7006,26491,5857,11135,4142,2036,1862,6,16,0,0,0,0
Dec.22,7호선,2733,학동,11,0,1912,1465,4685,25772,8295,53600,11840,176559,10291,145184,11257,58954,14639,29542,19132,23906,21721,28168,27956,24296,36154,20063,47362,20983,84204,22003,156927,23110,76234,13703,39320,8039,37008,7371,28054,5300,10925,3552,1757,1323,4,12,0,0,0,0
Dec.22,7호선,2734,논현,26,0,2664,1110,4513,14028,8408,39684,13598,102404,11704,89918,10843,36636,12496,22324,14293,20541,16507,22158,21122,21075,26101,19496,30624,22003,56491,27793,95611,37084,50898,20065,33524,10468,37101,9289,36013,7366,19213,5032,3395,2442,13,14,0,0,0,0
Dec.22,7호선,2735,반포,6,0,909,1573,2559,11921,8007,12215,11508,19881,8323,16484,6164,10819,6667,10745,8291,10319,9198,9835,10622,9111,12462,8890,20114,9656,18394,10245,17505,12479,11783,7364,9444,4675,10649,4047,7019,4215,2355,2530,359,746,1,2,0,0,0,0
Dec.22,7호선,2736,고속터미널,13,3,1145,2685,2968,20481,10616,34081,18079,48796,23422,37164,24026,29846,28610,29191,29275,25752,30558,29182,32070,25235,39361,21699,42716,22746,55971,24071,50983,25933,34139,16030,34779,9303,32936,9171,24823,5307,7611,3318,860,795,26,14,0,0,0,0
Dec.22,7호선,2737,내방,9,1,1984,1675,7020,10628,17893,23679,28908,81490,20994,47868,15798,21844,15940,16556,17923,16841,19747,18506,20176,17326,22884,18149,27212,19422,42779,25741,68277,32716,26664,20891,19140,12911,18934,11963,13509,10609,4808,6830,831,3074,1,209,0,0,0,0
Dec.22,7호선,2738,이수,26,2,4561,1367,9177,7769,26491,14153,44402,41734,30459,28065,20719,20370,20663,20262,22332,20991,23926,22484,25051,22517,26892,25362,30085,30668,35066,41650,43414,59069,25733,37456,24295,20214,28594,16490,27187,15151,14626,9648,2645,3064,27,63,0,0,0,0
Dec.22,7호선,2739,남성,15,0,5863,902,13329,3443,37220,6610,56533,14579,34225,11498,20670,9955,17995,10673,17512,12528,17090,13291,15653,14132,15137,17731,15975,20109,16281,27652,14715,41871,8600,30924,7640,19555,7204,18489,5281,17312,2287,11011,410,3601,7,37,0,0,0,0
Dec.22,7호선,2740,숭실대입구(살피재),13,0,5387,911,11952,3762,35579,7953,50349,20881,31473,18669,21202,20763,20210,17818,19698,16820,21226,19459,21253,19855,21392,20925,26245,24781,27995,30857,21221,46553,13103,34696,11760,21898,11396,20943,10360,20304,5347,14616,1005,4471,7,69,0,0,0,0
Dec.22,7호선,2741,상도,9,1,5028,1730,11810,5438,32407,8143,45289,21880,27686,15996,18309,15788,16472,14341,17834,14227,17982,14791,17343,16893,18804,17228,22689,20136,23358,25601,21836,41315,12026,28446,10594,18992,9657,17705,8317,16767,4575,11983,917,3533,9,49,0,0,0,0
Dec.22,7호선,2742,장승배기,16,0,5883,1130,10602,5049,25157,7635,39641,17260,24418,11545,15593,10045,14390,10979,14391,11461,14919,12077,13540,12699,13619,15162,15324,17477,15256,20314,15633,32056,8221,22953,6867,14612,6338,13800,5016,12833,2137,8903,503,3102,3,23,0,0,0,0
Dec.22,7호선,2743,신대방삼거리,24,0,10245,777,18282,4344,51351,8486,78036,18486,44299,14310,24767,12474,21867,13225,23203,14903,21172,16816,19428,18772,18626,22817,21319,27396,20996,35818,21457,60545,11970,45461,9907,27191,8943,26580,7290,23684,3513,16515,664,6013,12,87,0,0,0,0
Dec.22,7호선,2744,보라매,20,0,4347,870,6616,3088,17681,8991,26351,24962,16401,10967,10305,8800,9839,8454,10653,9507,10315,9117,10506,9204,11192,10125,12581,12438,15086,17539,19498,24980,8254,18603,7960,11002,7276,10306,5667,9540,2289,6527,378,2584,4,73,0,0,0,0
Dec.22,7호선,2745,신풍,125,3,12949,1334,15773,5817,40120,11190,51521,20239,30651,12053,18249,10539,15986,11235,17117,11906,15787,13157,14635,13614,15362,17079,18222,21193,18591,28950,18368,42187,10910,29648,8027,18867,6963,18125,5342,17561,2218,10021,470,3387,10,524,0,0,0,0
Dec.22,7호선,2746,대림(구로구청),53,4,11145,909,8783,3899,14607,6540,22848,18426,17149,13042,11393,16139,12386,18896,13380,15020,14871,14440,15961,14840,16696,16159,17639,18640,19948,24433,19397,25098,13617,16065,10500,10897,9118,12457,7049,11102,3681,5391,460,1294,2,18,0,0,0,0
Dec.22,7호선,2747,남구로,70,2,16733,1687,15278,8488,29800,29835,36783,96129,23844,47455,15518,20264,14322,15790,15767,14355,15815,15912,15471,14394,17579,17165,22123,24298,44216,29501,70936,31719,31418,22955,17353,14865,12402,17814,7855,15491,3973,8528,489,2240,15,8,0,0,0,0
Dec.22,7호선,2748,가산디지털단지,602,3,7109,6303,8926,29184,22376,119105,26170,376417,19267,221585,17933,62291,24051,37555,31542,36004,37455,37010,44232,33062,56778,30636,82842,29572,207687,31403,299268,37069,121185,24747,69815,14256,57055,12519,30934,10932,12830,8015,1612,3192,1,22,0,1,0,0
Dec.22,7호선,2749,철산,18,0,10179,3606,28895,10099,83192,16238,87036,35007,48211,25062,33493,20907,30656,22026,30704,23233,30316,27307,28598,29045,29002,32598,34512,41026,38767,60928,37695,92545,20900,69334,18762,38674,18912,36585,15921,34177,7369,21815,1104,6865,9,54,0,0,0,0
Dec.22,7호선,2750,광명사거리,183,0,19589,5293,29925,11561,76631,17021,89196,26239,47539,23202,30827,22926,29000,26783,32246,28469,31976,31769,31843,33089,32443,37004,37876,42895,38867,55374,33491,79784,21931,61243,15977,35124,12925,30585,9740,26891,4151,17975,651,5004,16,104,0,0,0,0
Dec.22,7호선,2751,천왕,6,0,7698,785,17186,5067,51954,8818,62483,16378,33005,8399,18630,6826,15802,7740,15590,10704,14848,11771,12799,12818,12932,16125,15454,20975,15273,28937,14666,47171,7577,36238,5332,21697,4331,19367,3077,17089,1312,11292,256,3230,2,351,0,0,0,0
Dec.22,7호선,2752,온수(성공회대입구),148,2,7138,1027,17457,3736,47225,9486,54582,17260,23927,11698,13709,7135,12831,6952,13555,8250,12156,9939,11459,9645,12187,12430,15246,15122,14732,23266,13502,39448,6280,29894,4574,18083,4211,15968,3303,14246,1866,9828,317,5253,2,1176,0,0,0,0
Dec.22,8호선,2811,암사,51,0,14147,828,27986,5082,79255,8914,108041,19263,53439,14415,29998,12026,26446,14074,27152,16879,25062,18964,22449,21503,21728,28071,23894,33784,25795,46334,24315,71159,13369,58140,10506,34294,8328,28868,5924,31339,2399,18196,504,4950,4,721,0,0,0,0
Dec.22,8호선,2812,천호(풍납토성),61,1,9864,1634,16520,11156,39174,13915,57102,28521,33273,23953,19705,19153,19684,20388,21565,22606,22124,24393,21654,26313,23680,31189,27676,35509,32870,48303,32436,69425,20533,46446,17323,27841,13894,26065,10783,22647,4979,13337,1059,4825,15,283,0,6,0,0
Dec.22,8호선,2813,강동구청,10,0,4819,1002,11219,5409,30781,14481,43245,33953,24975,14495,16526,10683,15149,10956,14487,12218,15284,13660,14752,13988,15183,16740,17614,19810,21455,24673,28158,37112,11067,26334,8113,16863,7492,17146,5603,14625,2289,8294,395,2761,10,23,0,0,0,0
Dec.22,8호선,2814,몽촌토성(평화의문),3,0,1437,1497,3713,7055,11807,9211,17551,23840,11225,14638,8053,8786,8291,9558,8645,8546,8648,8906,9764,8061,11150,8742,14455,11543,16807,14392,21506,18385,9772,13528,7972,7853,8476,7768,5801,6895,3042,3987,558,1478,8,19,0,0,0,0
Dec.22,8호선,2815,잠실(송파구청),7,0,1398,2459,4465,9123,8544,30209,12274,81910,9471,52228,10325,36551,14173,39737,17775,38837,21721,39258,28611,38504,37475,39008,43642,40068,57409,46737,74551,52261,46743,25926,43839,14263,46692,9589,34496,7667,11452,4904,2224,1549,49,89,0,0,0,0
Dec.22,8호선,2816,석촌,0,0,2719,653,5622,3223,15683,8383,23670,20989,13562,18442,10485,13047,10831,13634,11846,13955,12152,15741,12320,15028,13702,15906,15394,18135,18427,23077,19738,30680,11767,19944,10571,12699,10997,10685,9086,9703,3756,6603,661,2465,11,99,0,0,0,0
Dec.22,8호선,2817,송파,11,0,3002,600,8308,5123,27966,9482,37066,18859,21079,10904,16503,8698,15280,8649,15107,10899,14990,12425,13341,13572,15049,16035,17260,17852,17732,22865,18063,30544,10004,24091,6983,14482,5336,14733,4242,13756,1699,8239,256,2334,8,245,0,0,0,0
Dec.22,8호선,2818,가락시장,122,2,2861,2194,5453,6641,10158,13516,12910,38617,10085,17661,9800,12018,10554,12436,11177,12674,11798,12359,13631,12053,15840,13316,16251,16106,21327,20430,28114,25161,13297,15983,13299,9658,13886,9412,11940,7062,5468,4682,981,2332,19,517,0,24,0,0
Dec.22,8호선,2819,문정,4,0,2115,3086,6735,11913,21393,48051,32076,168568,19338,81652,15639,29623,17336,19989,20307,18289,23206,20692,26688,19770,29966,19088,35183,21445,82670,25775,122259,37202,41285,25502,28907,14758,25859,13629,16891,12680,7181,7509,1149,2188,8,30,0,1,0,0
Dec.22,8호선,2820,장지,15,0,5469,2896,17679,12286,44526,26505,58682,49548,33593,31017,22531,20914,20208,22050,21924,24809,23418,22262,23804,24653,28075,27656,35879,31807,49740,36351,51782,53793,27079,35897,23564,21917,19157,19063,12099,19400,5190,11328,837,2887,11,25,0,0,0,0
Dec.22,8호선,2821,복정,4,0,3774,2217,9853,8624,27110,9863,35988,16482,21667,10639,13666,8611,11331,6806,12322,9495,11390,8583,11275,8651,12940,10318,16796,13881,21850,19032,23273,28080,12747,20017,7992,13384,6674,12539,5526,11855,2526,5282,449,1295,6,30,0,0,0,0
Dec.22,8호선,2822,산성,35,1,3973,764,7697,3810,21061,2765,26392,6595,13547,4288,9348,4348,8074,4221,8222,4859,7881,5771,7246,6318,7432,7829,8900,10684,8927,13024,6604,21086,3190,16695,2063,10954,1950,10460,1275,10144,516,5779,149,2039,2,32,0,0,0,0
Dec.22,8호선,2823,남한산성입구(성남법원.검찰청),44,0,11048,1404,21105,5167,48840,10862,68689,23839,33850,18617,22339,12458,20610,10883,21515,12953,19912,14771,18567,14162,19114,18323,21408,22763,23369,29223,21338,46489,10059,35617,6958,23959,5440,22310,3752,20707,1499,11788,307,4426,5,36,0,0,0,0
Dec.22,8호선,2824,단대오거리,12,0,8211,1414,16223,6471,37818,11998,47449,23330,24593,11313,17450,9034,16044,9997,17194,11221,16649,12616,15454,13429,15923,17470,18684,21334,22165,26211,24397,41081,11116,31373,7634,18983,5788,17965,4237,17872,1611,10787,357,3386,3,126,0,0,0,0
